"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 27 08:49:20 GMT 2023","Mon Mar 27 08:49:27 GMT 2023","6995","","DemoTest","","DemoTest","testAddElementToRightList","testAddElementToRightList()",""
