"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 27 08:49:31 GMT 2023","Mon Mar 27 08:49:48 GMT 2023","16482","","DemoTest","","DemoTest","testAddElementToRightList","testAddElementToRightList()",""
